Senats-id,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblPaedSchwerpunkte,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
139,Kita Spiel- und Erlebniswelt,Kita,Jugend- und Sozialwerk gGmbH,(Sonstiger freier Träger),Andreasstr. 37 ,10243 Berlin (Friedrichshain-Kreuzberg),spiel-erlebniswelt-bln@jus-or.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,Integration von Kindern mit Behinderung,,222,0,86,136,10243,Berlin,Friedrichshain-Kreuzberg,52.5163774,13.4341408768,"Kita Spiel-und Erlebniswelt, 37, Andreasstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland"
141,Kita Bänschstr. 76/78/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Bänschstr. 78 ,10247 Berlin (Friedrichshain-Kreuzberg),Kita.Baenschstr76@ba-fk.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,Integration von Kindern mit Behinderung,,210,2,78,132,10247,Berlin,Friedrichshain-Kreuzberg,52.5170212,13.4695521,"Städtische Kindergärten City, 76-78, Bänschstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
146,Kita Menschenskinder,Kita,menschenskinder-berlin gGmbH,(Sonstiger freier Träger),Fürstenwalder Str. 30 ,10243 Berlin (Friedrichshain-Kreuzberg),kitas@menschenskinder-berlin.eu,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,80,12,30,50,10243,Berlin,Friedrichshain-Kreuzberg,52.5193062,13.4313086,"30, Fürstenwalder Straße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland"
147,Kita Gryphiusstr. 34-35,Kita,Kindergärten City,(Eigenbetrieb),Gryphiusstr. 34  - 35,10245 Berlin (Friedrichshain-Kreuzberg),Kita.Gryphiusstr34@ba-fk.berlin.de,,Mo 06:30-18:00,Di 06:30-18:00,Mi 06:30-18:00,Do 06:30-18:00,Fr 06:30-18:00,,,"Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung",,230,12,70,160,10245,Berlin,Friedrichshain-Kreuzberg,52.5095878,13.4642245,"Gryphiusstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10245, Deutschland"
148,Kita Entdeckerland,Kita,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,(Sonstiger freier Träger),Hildegard-Jadamowitz-Str. 1 ,10243 Berlin (Friedrichshain-Kreuzberg),kita-jada@bik-ev.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Integration von Kindern mit Behinderung,,175,2,70,105,10243,Berlin,Friedrichshain-Kreuzberg,52.5155765,13.4417295,"1, Hildegard-Jadamowitz-Straße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland"
152,Kita Kinzigstr. 32/34/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Kinzigstr. 32 ,10247 Berlin (Friedrichshain-Kreuzberg),Kita.Kinzigstr32@ba-fk.berlin.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:00,,,"Integration von Kindern mit Behinderung, Körper und Bewegung",,140,2,53,87,10247,Berlin,Friedrichshain-Kreuzberg,52.5122084,13.4648772,"32, Kinzigstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
156,Kita Tausendfüsschen,Kita,Arbeiterwohlfahrt Berlin Spree-Wuhle e.V.,(Arbeiterwohlfahrt),Liebigstr. 30 ,10247 Berlin (Friedrichshain-Kreuzberg),tausendfuesschen@awo-spree-wuhle.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,Situationsansatz,,"Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung",,170,12,60,110,10247,Berlin,Friedrichshain-Kreuzberg,52.5186283,13.4573331,"30, Liebigstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
158,FRÖBEL Kindergarten FRÖBELSPATZEN,Kita,FRÖBEL Berlin gGmbH,(Sonstiger freier Träger),Palisadenstr. 30 ,10243 Berlin (Friedrichshain-Kreuzberg),froebelspatzen-berlin@froebel-gruppe.de,www.froebel-gruppe.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,225,0,84,141,10243,Berlin,Friedrichshain-Kreuzberg,52.5202833,13.4303051,"30, Palisadenstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland"
159,Kita Palisadenstr. 33/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Palisadenstr. 33 ,10243 Berlin (Friedrichshain-Kreuzberg),Kita.Palisadenstr33@ba-fk.berlin.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Reggio-Pädagogik,,"Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Körper und Bewegung",,51,18,8,43,10243,Berlin,Friedrichshain-Kreuzberg,52.5197805,13.432743,"33, Palisadenstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland"
162,Humanistische Kita Hopsekäse,Kita,"Humanistischer Verband Deutschlands,
Landesverband Berlin-Brandenburg e. V.",(Sonstiger freier Träger),Scharnweberstr. 60 ,10247 Berlin (Friedrichshain-Kreuzberg),hopsekaese@humanistischekitas.de,www.humanistischekitas.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,82,2,0,82,10247,Berlin,Friedrichshain-Kreuzberg,52.5117181,13.4738367,"60, Scharnweberstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
165,Kita Kinderland,Kita,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,(Sonstiger freier Träger),Simplonstr. 18 ,10245 Berlin (Friedrichshain-Kreuzberg),kita-simplonstrasse@bik-ev.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,"Gesundheit, Körper und Bewegung",,208,6,102,106,10245,Berlin,Friedrichshain-Kreuzberg,52.508197,13.4588808,"18, Simplonstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10245, Deutschland"
167,KITA Die kleinen Entdecker,Kita,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,(Sonstiger freier Träger),Strausberger Str. 49 ,10243 Berlin (Friedrichshain-Kreuzberg),diekleinenentdecker@kaeptnbrowser.de,http://www.kaeptnbrowser.de/front_content.php?idcat=281,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Integration von Kindern mit Behinderung,,90,2,45,45,10243,Berlin,Friedrichshain-Kreuzberg,52.5219704,13.4336867,"49, Strausberger Straße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland"
168,Kita Fredersdorfer Str. 6/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Fredersdorfer Str. 6 ,10243 Berlin (Friedrichshain-Kreuzberg),kita.fredersdorfer@ba-fk.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,"Körper und Bewegung, Natur- und Umweltpädagogik",,210,2,64,146,10243,Berlin,Friedrichshain-Kreuzberg,52.5138101,13.4418601,"6, Fredersdorfer Straße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland"
169,Kita Weidenkätzchen,Kita,Arbeiterwohlfahrt Berlin Spree-Wuhle e.V.,(Arbeiterwohlfahrt),Weidenweg 68 ,10247 Berlin (Friedrichshain-Kreuzberg),weidenkaetzchen@awo-spree-wuhle.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,Situationsansatz,deutsch - spanisch,"Interkulturelle Pädagogik, Natur- und Umweltpädagogik",,87,0,35,52,10247,Berlin,Friedrichshain-Kreuzberg,52.5191539,13.4564435,"68, Weidenweg, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
170,Kita Wichtelbühne,Kita,Arbeiterwohlfahrt Berlin Spree-Wuhle e.V.,(Arbeiterwohlfahrt),Weidenweg 78 ,10247 Berlin (Friedrichshain-Kreuzberg),wichtelbuehne@awo-spree-wuhle.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Theaterpädagogik",,165,2,77,88,10247,Berlin,Friedrichshain-Kreuzberg,52.519193,13.4573923,"78, Weidenweg, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
171,Kita der Ev. Kirchengem. Auferstehung,Kita,Ev. Kirchengemeinde Auferstehung,(Diakonisches Werk),Diestelmeyerstr. 7 ,10249 Berlin (Friedrichshain-Kreuzberg),,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,50,0,0,50,10249,Berlin,Friedrichshain-Kreuzberg,52.5216716,13.4399242,"Kita der Ev. Kirchengem. Auferstehung, 7, Diestelmeyerstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10249, Deutschland"
173,Ev. Kita Galiläa,Kita,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Rigaer Str. 9 ,10247 Berlin (Friedrichshain-Kreuzberg),galilaea-kita@evkvbmn.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,70,0,0,70,10247,Berlin,Friedrichshain-Kreuzberg,52.5178594,13.4561451,"9, Rigaer Straße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
175,Ev. Kita Sonnenblume,Kita,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Niemannstr. 1 ,10245 Berlin (Friedrichshain-Kreuzberg),sonnenblume-kia@evkvbmn.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,100,0,0,100,10245,Berlin,Friedrichshain-Kreuzberg,52.5065851,13.45998,"1, Niemannstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10245, Deutschland"
176,EKT Integrative Kinderbetreuung NIDO,Eltern-Initiativ-Kita,Integrative Kinderbetreuung NIDO e.V.,(EKT),Jungstr. 15 -017,10247 Berlin (Friedrichshain-Kreuzberg),,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,30,0,0,30,10247,Berlin,Friedrichshain-Kreuzberg,52.5145107,13.4675135,"Jungstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
181,BOOT-Kita Farbenland,Kita,Gemeinnützige BOOT GmbH,(Sonstiger freier Träger),Koppenstr. 15 ,10243 Berlin (Friedrichshain-Kreuzberg),farbenland@bootkitas.de,www.bootkitas.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,Integration von Kindern mit Behinderung,,163,2,72,91,10243,Berlin,Friedrichshain-Kreuzberg,52.51349815,13.4361627372,"15, Koppenstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland"
191,EKT - Kinderbüro,Eltern-Initiativ-Kita,KINDERBÜRO e.V.,(EKT),Scharnweberstr. 33 ,10247 Berlin (Friedrichshain-Kreuzberg),,,Mo 08:00-16:30,Di 08:00-16:30,Mi 08:00-16:30,Do 08:00-16:30,Fr 08:00-16:30,,,,,19,0,0,19,10247,Berlin,Friedrichshain-Kreuzberg,52.5130202,13.4625107,"33, Scharnweberstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
192,Kita hör-Höchste,Kita,Independent Living - Kindertagesstätten für Berlin gGmbH,(Sonstiger freier Träger),Höchste Str. 11 ,10249 Berlin (Friedrichshain-Kreuzberg),marlies.elm-torger@independentliving.de,www.kitahoechstestrasse.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,219,2,75,144,10249,Berlin,Friedrichshain-Kreuzberg,52.5252216,13.4274811,"11, Höchste Straße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10249, Deutschland"
193,Kita Orionstr. 40/Kitas SüdOst,Kita,Kindertagesstätten SüdOst Eigenbetreib von Berlin,(Eigenbetrieb),Orionstr. 40 ,12435 Berlin (Treptow-Köpenick),kita-orionstrasse@kitaso.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,75,12,34,41,12435,Berlin,Treptow-Köpenick,52.4796669,13.4806243768,"Kita Raumschiff Orion, 40, Orionstraße, Plänterwald, Treptow-Köpenick, Berlin, 12435, Deutschland"
194,Kita Am Treptower Park 76/77/Kitas SüdOst,Kita,Kindertagesstätten SüdOst Eigenbetreib von Berlin,(Eigenbetrieb),Am Treptower Park 76 /77,12435 Berlin (Treptow-Köpenick),kita-amtreptowerpark@kitaso.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,123,2,42,81,12435,Berlin,Treptow-Köpenick,52.4926859,13.4568513,"Städt. Kita, 76/77, Am Treptower Park, Kungerkiez, Alt-Treptow, Treptow-Köpenick, Berlin, 12435, Deutschland"
198,Kita Dornbrunner Str. 17/Kitas SüdOst,Kita,Kindertagesstätten SüdOst Eigenbetreib von Berlin,(Eigenbetrieb),Dornbrunner Str. 17 ,12437 Berlin (Treptow-Köpenick),kita-dornbrunnerstrasse@kitaso.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,75,2,20,55,12437,Berlin,Treptow-Köpenick,52.4630804,13.4864895,"Städt. Kita Dornbrunner Straße, 17, Dornbrunner Straße, Baumschulenweg, Treptow-Köpenick, Berlin, 12437, Deutschland"
207,Kita der Ev. Kirchengem. Adlershof,Kita,Ev. Kirchengemeinde Adlershof,(Sonstiger freier Träger),Pfingstberggasse 2 ,12489 Berlin (Treptow-Köpenick),kindergarten@evangelische-kirche-adlershof.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,höchstens 11 Stunden,75,0,25,50,12489,Berlin,Treptow-Köpenick,52.4392787,13.542606,"2, Pfingstberggasse, Adlershof, Treptow-Köpenick, Berlin, 12489, Deutschland"
209,Am Studio 5 / Kitas SüdOst,Kita,Kindertagesstätten SüdOst Eigenbetreib von Berlin,(Eigenbetrieb),Am Studio 5 ,12489 Berlin (Treptow-Köpenick),kita-amstudio@kitaso.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,103,2,35,68,12489,Berlin,Treptow-Köpenick,52.4280684,13.5431171533,"Kita Am Studio, 5, Am Studio, Adlershof, Treptow-Köpenick, Berlin, 12489, Deutschland"
214,Kita Offensiv' 91/Haus-Nr. 56 und 98,Kita,offensiv 91 e.V.,(Sonstiger freier Träger),Buntzelstr. 98 ,12526 Berlin (Treptow-Köpenick),buntzelzwerget-online.de,www.offensiv91.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,63,0,0,63,12526,Berlin,Treptow-Köpenick,52.4021445,13.5638708,"98, Buntzelstraße, Bohnsdorf, Treptow-Köpenick, Paradies, Berlin, 12526, Deutschland"
223,Kita Sonnenstrahl der Ev.KG Niederschöneweide,Kita,Ev. Kirchengemeinde Niederschöneweide,(Sonstiger freier Träger),Köllnische Str. 8 ,12439 Berlin (Treptow-Köpenick),ev.kita-nweide@gmx.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,40,0,0,40,12439,Berlin,Treptow-Köpenick,52.4526529,13.5217591,"8, Köllnische Straße, Niederschöneweide, Treptow-Köpenick, Berlin, 12439, Deutschland"
224,FRÖBEL Kindergarten-im-Grünen,Kita,FRÖBEL Berlin gGmbH,(Sonstiger freier Träger),Südostallee 214 -214a,12487 Berlin (Treptow-Köpenick),imgruenen-berlin@froebel-gruppe.de,www.froebel-gruppe.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,240,0,82,158,12487,Berlin,Treptow-Köpenick,52.4606877,13.4821876,"Südostallee, Baumschulenweg, Treptow-Köpenick, Berlin, 12437, Deutschland"
225,Kita Venusstraße 59 / Kitas SüdOst,Kita,Kindertagesstätten SüdOst Eigenbetreib von Berlin,(Eigenbetrieb),Venusstr. 59 ,12524 Berlin (Treptow-Köpenick),kita-venusstrasse@kitaso.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,113,2,40,73,12524,Berlin,Treptow-Köpenick,52.4070635,13.5294248,"59, Venusstraße, Altglienicke, Treptow-Köpenick, Siedlung Grüneck, Berlin, 12524, Deutschland"
227,FRÖBEL Kindergarten Wirbelwind,Kita,FRÖBEL Berlin gGmbH,(Sonstiger freier Träger),Puschkinallee 10 ,12435 Berlin (Treptow-Köpenick),wirbelwind-berlin@froebel-gruppe.de,www.froebel-gruppe.de,Mo 06:30-18:00,Di 06:30-18:00,Mi 06:30-18:00,Do 06:30-18:00,Fr 06:30-18:00,,,,,235,0,78,157,12435,Berlin,Treptow-Köpenick,52.493514,13.4586924,"Städt. Kita, 10/12, Puschkinallee, Kungerkiez, Alt-Treptow, Treptow-Köpenick, Berlin, 12435, Deutschland"
229,Kita Offensiv ' 91 - Bouchéstraße 25 A,Kita,offensiv 91 e.V.,(Sonstiger freier Träger),Bouchestr. 25A ,12435 Berlin (Treptow-Köpenick),offensive.kruemel@t-online.de,www.offebnsiv91.de,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,125,0,29,96,12435,Berlin,Treptow-Köpenick,52.4900455,13.4472351,"25A, Bouchéstraße, Kungerkiez, Alt-Treptow, Treptow-Köpenick, Berlin, 12435, Deutschland"
233,Kita der Ev. Kirchengem. Altglienicke,Kita,Ev. Kirchengemeinde Altglienicke,(Sonstiger freier Träger),Köpenicker Str. 35 ,12524 Berlin (Treptow-Köpenick),ev.kita.altglienicke@gmx.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,56,10,22,34,12524,Berlin,Treptow-Köpenick,52.41963765,13.538849984,"Kita der Evangelischen Kirchengememeinde Altglienicke, 35, Köpenicker Straße, Altglienicke, Treptow-Köpenick, Siedlung Grüneck, Berlin, 12524, Deutschland"
236,Kita John F.Kennedy Friendship Center,Kita,John F.Kennedy Friendship Center e.V.,(Sonstiger freier Träger),Am Fichtenberg 16 ,12165 Berlin (Steglitz-Zehlendorf),kitafichtenberg@jfkfc.org,www.jfkfc.org,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,deutsch - englisch,,englisch,117,10,33,84,12165,Berlin,Steglitz-Zehlendorf,52.4546679,13.3099812592,"JFK Friendship Center, 16, Am Fichtenberg, Steglitz, Steglitz-Zehlendorf, Berlin, 12165, Deutschland"
237,Kita Buntstift,Kita,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,(Sonstiger freier Träger),Pfarrstr. 89 -91,10317 Berlin (Lichtenberg),buntstift@sozdia.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,95,12,40,55,10317,Berlin,Lichtenberg,52.5071408,13.478654,"Pfarrstraße, Lichtenberg, Berlin, 10365, Deutschland"
238,Kita Abenteuerland,Kita,Jugendwerk Aufbau Ost JAO gGmbH,(Sonstiger freier Träger),Altlandsberger Platz 4 ,12685 Berlin (Marzahn-Hellersdorf),kita-abenteuerland@jao-berlin.de,www.jao-berlin.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,109,2,34,75,12685,Berlin,Marzahn-Hellersdorf,52.54231215,13.5731296,"Kita Abenteuerland, 4, Altlandsberger Platz, Marzahn, Marzahn-Hellersdorf, Berlin, 12685, Deutschland"
239,Kita GIRASOLES-SONNENBLUMEN,Kita,"""GIRASOLES - SONNENBLUMEN"" jardin infantil
(guarderia) espanol-alemán - spanisch-deutscher
Kindergarten (Asociación) e. V.",(Sonstiger freier Träger),Sophie-Charlotten-Str. 113 ,14059 Berlin (Charlottenburg-Wilmersdorf),info@girasoles-berlin.de,www.girasoles-berlin.de,Mo 07:30-18:30,Di 07:30-18:30,Mi 07:30-18:30,Do 07:30-18:30,Fr 07:30-18:30,Situationsansatz,deutsch - spanisch,Integration von Kindern mit Behinderung,Spanisch,202,2,70,132,14059,Berlin,Charlottenburg-Wilmersdorf,52.5212505,13.2861785,"113, Sophie-Charlotten-Straße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 14059, Deutschland"
241,Waldorfkindergarten Friedenau,Kita,Elterninitiative für Waldorfpädagogik in Schöneberg e.V.,(Sonstiger freier Träger),Sieglindestr. 1 ,12159 Berlin (Tempelhof-Schöneberg),info@waldorfkindergarten-friedenau.de,www.waldorfkindergarten-friedenau.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Waldorfpädagogik,,,,41,0,16,25,12159,Berlin,Tempelhof-Schöneberg,52.4770056,13.329886,"1, Sieglindestraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
243,"EKT - ""Wildblume"" e.V.",Eltern-Initiativ-Kita,"Integrations-Kinderladen ""Wildblume"" e.V.",(EKT),Heimstr. 16 ,10965 Berlin (Friedrichshain-Kreuzberg),kila-wildblume@gmx.de,www.kila-wildblume.de,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,,,15,0,5,10,10965,Berlin,Friedrichshain-Kreuzberg,52.4873182,13.3969958,"16, Heimstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10965, Deutschland"
244,Wald- u.Naturkiga Treptower Park/Plänterwald,Waldkindergarten,WeG gGmbH,(Sonstiger freier Träger),Am Treptower Park 70 ,12435 Berlin (Treptow-Köpenick),info@wegggmbh.de,,Mo 08:00-13:00,Di 08:00-13:00,Mi 08:00-13:00,Do 08:00-13:00,Fr 08:00-13:00,Situationsansatz,,"Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik",,18,24,4,14,12435,Berlin,Treptow-Köpenick,52.4859306,13.4688748,"70, Am Treptower Park, Plänterwald, Treptow-Köpenick, Berlin, 12435, Deutschland"
245,Vorschulgruppe Schillingstraße,Kita,Gemeinnützige Stephanus-Gesellschaft mbH,(Sonstiger freier Träger),Schillingstr. 15 ,13403 Berlin (Reinickendorf),daniela.thomas@stephanus-gesellschaft.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,25,0,0,25,13403,Berlin,Reinickendorf,52.5680799,13.3213316,"15, Schillingstraße, Reinickendorf, Berlin, 13403, Deutschland"
247,EKT Wildblume,Eltern-Initiativ-Kita,"Integrations-Kinderladen ""Wildblume"" e.V.",(EKT),Fidicinstr. 10 ,10965 Berlin (Friedrichshain-Kreuzberg),kila-wildbllume@gmx.de,www.kila-wildblume.de,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,,,15,0,3,12,10965,Berlin,Friedrichshain-Kreuzberg,52.4867866,13.3904577,"10, Fidicinstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10965, Deutschland"
249,Klax Krippe Kieselstein und Klax Kindergarten Zauberstein,Kita,KLAX Berlin gGmbH,(Sonstiger freier Träger),Ankogelweg 16 ,12107 Berlin (Tempelhof-Schöneberg),zauberstein@klax-kita.de,www.klax-kita.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,100,0,45,55,12107,Berlin,Tempelhof-Schöneberg,52.4264718,13.4045848,"16, Ankogelweg, Mariendorf, Tempelhof-Schöneberg, Berlin, 12107, Deutschland"
252,Kita Schlesische Str. 3-4/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Schlesische Str. 3 ,10997 Berlin (Friedrichshain-Kreuzberg),Kita.Schlesischestr3@ba-fk.berlin.de,,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,Fröbel-Pädagogik,,"Gesundheit, Körper und Bewegung",,130,12,40,90,10997,Berlin,Friedrichshain-Kreuzberg,52.5005149,13.4424445,"3, Schlesische Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10997, Deutschland"
254,Kita Am Bullengraben,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Elsflether Weg 32 ,13581 Berlin (Spandau),elsfletherweg@kita-nordwest.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Körper und Bewegung",,150,2,50,100,13581,Berlin,Spandau,52.5295894,13.1916494,"30,32, Elsflether Weg, Spandau, Berlin, 13581, Deutschland"
257,Kita Germersheimer Weg 93/Kitas Nordwest,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Germersheimer Weg 93 ,13583 Berlin (Spandau),germersheimerweg@kita-nordwest.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,80,12,30,50,13583,Berlin,Spandau,52.5498676,13.1869202,"93, Germersheimer Weg, Falkenhagener Feld, Spandau, Berlin, 13583, Deutschland"
