,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblOeffnungSonnabend,lblOeffnungSonntag,lblPaedSchwerpunkte,lblPaedAnsaetze,lblMehrsprachigkeitText,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewFreiPlaetze,GridViewPlatzstrukturen_Altersmischung,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
502229,EKT Rabenkinder,Eltern-Initiativ-Kindertagesstätte,Baumhaus e.V.,(Sonstiger freier Träger),Mandrellaplatz 9 ,12555 Berlin (Treptow-Köpenick),vorstandbaumhaus@gmx.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,Montessori-Pädagogik,Montessori-Pädagogik,,,Natur- und Umweltpädagogik,,Nein, ,20,12,8,12,12555,Berlin,Treptow-Köpenick,52.4552078,13.5803381,"9, Mandrellaplatz, Dammvorstadt, Köpenick, Treptow-Köpenick, Berlin, 12555, Deutschland"
180129,Kita Paradiesvögel Plantagenstraße,Kindertagesstätte,eventus-BILDUNG e.V.,(Sonstiger freier Träger),Plantagenstr. 9 ,13347 Berlin (Mitte),p109@paradiesvoegel.eu,www.paradiesvoegel.eu,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,Montessori-Pädagogik,Montessori-Pädagogik,,,Interkulturelle Pädagogik,,Nein, ,60,12,14,46,13347,Berlin,Mitte,52.4555063,13.3306393,"9, Plantagenstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12169, Deutschland"
2528,Kindergarten Krabbelkäfer,Kindertagesstätte,IKT Stadtindianer e.V.,(Sonstiger freier Träger),Burgemeisterstr. 76 ,12103 Berlin (Tempelhof-Schöneberg),krabbelkaefer@stadtindianer.org,www.stadtindianer.org,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,,,Situationsansatz,Situationsansatz,,,Integration von Kindern mit Behinderung,,Nein, ,26,12,0,26,12103,Berlin,Tempelhof-Schöneberg,52.4569827,13.3822392,"76, Burgemeisterstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland"
546229,Kindertagesstätte Notenzwerge Tempelhof,Kindertagesstätte,"Dr. P. Rahn und Partner,
Schulen in freier Trägerschaft,
gemeinnützige Schulgesellschaft mbH",(Sonstiger freier Träger),Burgemeisterstr. 11 ,12103 Berlin (Tempelhof-Schöneberg),Kita-bin@rahn-schulen.de,www.rahndittrich.de/kita-bln,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,"Reggio-Pädagogik, Situationsansatz","Reggio-Pädagogik, Situationsansatz",,,Ästhetische Bildung (Musik und Kunst),,Nein, ,85,8,26,59,12103,Berlin,Tempelhof-Schöneberg,52.4572434,13.3830133,"Notenzwerge, 10-11, Burgemeisterstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland"
1351,EKT - Kinderspielkreis Alboinplatz,Eltern-Initiativ-Kindertagesstätte,Kinderspielkreis Alboinplatz e.V.,(EKT),Alboinstr. 113 ,12105 Berlin (Tempelhof-Schöneberg),info@kinderladen-berlin-tempelhof.de,,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,"Montessori-Pädagogik, Situationsansatz","Montessori-Pädagogik, Situationsansatz",,,"Integration von Kindern mit Behinderung, Körper und Bewegung",,Nein, ,16,24,3,13,12105,Berlin,Tempelhof-Schöneberg,52.4581464,13.3698555,"113, Alboinstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12105, Deutschland"
405,Kita Lindenhof,Kindertagesstätte,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Reglinstr. 29 ,12105 Berlin (Tempelhof-Schöneberg),kinderzentrum-lindenhof@nbhs.de,www.kinderzentrum-lindenhof.nbhs.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Situationsansatz,Situationsansatz,,,Integration von Kindern mit Behinderung,,Nein, ,28,24,5,23,12105,Berlin,Tempelhof-Schöneberg,52.45823825,13.3634855618,"Lindenhof-Grundschule, 29, Reglinstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12105, Deutschland"
557,AWO-Kita Kladow,Kindertagesstätte,Arbeiterwohlfahrt Kreisverband Spandau e.V.,(Arbeiterwohlfahrt),Mascha-Kaleko-Weg 3 ,14089 Berlin (Spandau),kita-kladow@awo-spandau.de,www.awo-spandau.de/kita_kladow.htm,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,Situationsansatz,Situationsansatz,,,Körper und Bewegung,,Nein, ,90,17,20,70,14089,Berlin,Spandau,52.45847,13.1561494,"3, Mascha-Kaléko-Weg, Kladow, Spandau, Berlin, 14089, Deutschland"
311179,Kita Gulliver,Kindertagesstätte,Gulliver e. V.,(Sonstiger freier Träger),Friedrich-Wilhelm-Str. 21 ,12103 Berlin (Tempelhof-Schöneberg),kita.gulliver@gmx.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,Situationsansatz,Situationsansatz,Mehrsprachigkeit,deutsch - polnisch,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik",,Nein, ,24,12,5,19,12103,Berlin,Tempelhof-Schöneberg,52.4585292,13.3819861,"21, Friedrich-Wilhelm-Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland"
577229,Kita Plönzwerge,Kindertagesstätte,Sylvester e. V. Berlin,(Sonstiger freier Träger),Rathenaustr. 15 ,12459 Berlin (Treptow-Köpenick),ploenzwerge@sylvester-ev.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-16:30,,,"Montessori-Pädagogik, Situationsansatz","Montessori-Pädagogik, Situationsansatz",,,"Gesundheit, Integration von Kindern mit Behinderung, Natur- und Umweltpädagogik",,Nein, ,33,12,13,20,12459,Berlin,Treptow-Köpenick,52.459502,13.5284134,"15, Rathenaustraße, Oberschöneweide, Treptow-Köpenick, Berlin, 12459, Deutschland"
648229,Kita Die kleinen Entdecker,Kindertagesstätte,"KLEO KinderLernOrte Bildungseinrichtung
gemeinnützige UG (haftungsbeschränkt)",(Sonstiger freier Träger),Heidekampweg 45A ,12437 Berlin (Treptow-Köpenick),kinderlernorte@gmail.com,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,,,Situationsansatz,Situationsansatz,,,"Integration von Kindern mit Behinderung, Körper und Bewegung",,Nein, ,40,2,24,16,12437,Berlin,Treptow-Köpenick,52.4609817,13.4805555,"Heidekampweg, Baumschulenweg, Treptow-Köpenick, Berlin, 12437, Deutschland"
601279,Kita Paradiesvögel,Kindertagesstätte,eventus-BILDUNG e.V.,(Sonstiger freier Träger),Bacharacher Str. 47 ,12099 Berlin (Tempelhof-Schöneberg),bc47@paradiesvoegel.eu,www.paradiesvoegel.eu,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,Montessori-Pädagogik,Montessori-Pädagogik,,,Interkulturelle Pädagogik,,Nein, ,70,12,22,48,12099,Berlin,Tempelhof-Schöneberg,52.46108765,13.4159275146,"47, Bacharacher Straße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12099, Deutschland"
787,Kita Jeverstraße,Kindertagesstätte,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Jeverstr. 10 ,12157 Berlin (Steglitz-Zehlendorf),kita-jever@nbhs.de,www.kita-jever.nbhs.de,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-16:30,,,Situationsansatz,Situationsansatz,,,"Integration von Kindern mit Behinderung, Körper und Bewegung",,Nein, ,70,12,14,56,12157,Berlin,Steglitz-Zehlendorf,52.4614281,13.3345109,"10, Jeverstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12157, Deutschland"
2938,"Kita Hedwig und
ihre Kräuterlehrlinge",Kindertagesstätte,Hedwig und ihre Kräuterlehrlinge e.V.,(Sonstiger freier Träger),Wederstr. 87 -89,12347 Berlin (Neukölln),hedwigslehrlinge@kabelmail.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Situationsansatz,Situationsansatz,,,Integration von Kindern mit Behinderung,,Nein, ,20,12,4,16,12347,Berlin,Neukölln,52.462382,13.4378627,"Wederstraße, Britz, Neukölln, Berlin, 12347, Deutschland"
2506,EKT Die Grünspechte,Eltern-Initiativ-Kindertagesstätte,Die Grünspechte e. V.,(EKT),Zu den sieben Raben 15 ,12555 Berlin (Treptow-Köpenick),gruenspechte@gmx.de,,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,,,"Ansatz von Emmi Pikler, Sonstiges, Waldorfpädagogik","Ansatz von Emmi Pikler, Waldorfpädagogik",,,"Körper und Bewegung, Natur- und Umweltpädagogik",,Nein, ,16,18,7,9,12555,Berlin,Treptow-Köpenick,52.4624879,13.5884676852,"15, Zu den sieben Raben, Köpenick, Treptow-Köpenick, Berlin, 12555, Deutschland"
340,EKT Großstadtpflänzchen,Eltern-Initiativ-Kindertagesstätte,Eltern-Initiativ-Kindertagesstätte Großstadtpflänzchen e.V.,(EKT),Cranachstr. 39 ,12157 Berlin (Tempelhof-Schöneberg),info@grossstadtüflänzchen.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,"Ansatz von Emmi Pikler, Montessori-Pädagogik, Situationsansatz","Ansatz von Emmi Pikler, Montessori-Pädagogik, Situationsansatz",,,"Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,Nein, ,16,12,5,11,12157,Berlin,Tempelhof-Schöneberg,52.4643703,13.3428335,"Lukas, 39, Cranachstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12157, Deutschland"
930,Kita der Jüdischen Gemeinde zu Berlin,Kindertagesstätte,Jüdische Gemeinde zu Berlin,(Sonstiger freier Träger),Delbrückstr. 8 ,14193 Berlin (Charlottenburg-Wilmersdorf),marina.parhomovski@jg-berlin.org,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-15:00,,,Situationsansatz,Situationsansatz,,,"Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik",,Nein, ,152,6,36,116,14193,Berlin,Charlottenburg-Wilmersdorf,52.4655987,13.4395364,"8, Delbrückstraße, Rollbergsiedlung, Neukölln, Berlin, 12051, Deutschland"
1183,Kita Am Flughafen Gatow,Kindertagesstätte,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Kladower Damm 244E ,14089 Berlin (Spandau),kladowerdamm@kita-nordwest.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,"Ansatz von Emmi Pikler, Situationsansatz","Ansatz von Emmi Pikler, Situationsansatz",,,"Ästhetische Bildung (Musik und Kunst), Körper und Bewegung, Theaterpädagogik",,Ja, ,125,2,36,89,14089,Berlin,Spandau,52.4664287,13.158582,"244E, Kladower Damm, Kladow, Spandau, Berlin, 14089, Deutschland"
590229,Kita Kleine Insel Tempelhof,Kindertagesstätte,"Johanniter-Unfall-Hilfe e. V.
Regionalverband Berlin",(Sonstiger freier Träger),Borussiastr. 7 ,12103 Berlin (Tempelhof-Schöneberg),carolin.koehler@johanniter.de,,Mo 07:30-17:00,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:00,,,Reggio-Pädagogik,Reggio-Pädagogik,,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik, Religionspädagogik, Theaterpädagogik",,Nein, ,19,8,0,19,12103,Berlin,Tempelhof-Schöneberg,52.4669236,13.3798706,"7, Borussiastraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12103, Deutschland"
1299,Kita Fregestraße,Kindertagesstätte,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Fregestr. 53 ,12161 Berlin (Steglitz-Zehlendorf),kita-frege@nbhs.de,www.kita-frege.nbhs.de,Mo 07:30-17:00,Di 07:30-16:30,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,,,"Situationsansatz, Sonstiges",Situationsansatz,,,"Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,Nein, ,40,36,0,40,12161,Berlin,Steglitz-Zehlendorf,52.4670235,13.3361013102,"53, Fregestraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12161, Deutschland"
2976,Kita Die Plänter/WeG gGmbH,Kindertagesstätte,WeG gGmbH,(Sonstiger freier Träger),Rodelbergweg 2 ,12437 Berlin (Treptow-Köpenick),info@wegggmbh.de,www.dieplänter.de,Mo 08:00-17:00,Di 08:00-16:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,"Fröbel-Pädagogik, Reggio-Pädagogik, Situationsansatz, Sonstiges","Fröbel-Pädagogik, Reggio-Pädagogik, Situationsansatz",,,"Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik",,Nein, ,25,12,11,14,12437,Berlin,Treptow-Köpenick,52.468357,13.4934638,"2, Rodelbergweg, Baumschulenweg, Treptow-Köpenick, Berlin, 12437, Deutschland"
344,"Kita ""Die Schlümpfe""",Kindertagesstätte,LebensWelt Kindertagesstätten Yuvam gGmbH,(Sonstiger freier Träger),Nogatstr. 40 ,12051 Berlin (Neukölln),lebenswelt@lebenswelt-berlin.org,www.lebenswelt-berlin.org,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,Situationsansatz,Situationsansatz,Mehrsprachigkeit,"deutsch - englisch, deutsch - russisch","Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik, Theaterpädagogik",,Nein, ,40,12,12,28,12051,Berlin,Neukölln,52.4694914,13.4342688,"40, Nogatstraße, Rollbergsiedlung, Neukölln, Berlin, 12051, Deutschland"
537,AWO-Kita Landstadt Gatow,Kindertagesstätte,Arbeiterwohlfahrt Kreisverband Spandau e.V.,(Arbeiterwohlfahrt),Saint-Exupery-Str. 10 ,14089 Berlin (Spandau),kita-landstadt-gatow@awo-spandau.de,www.awo-spandau.de/kita_Gatow.htm,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Situationsansatz,Situationsansatz,,,Integration von Kindern mit Behinderung,,Nein, ,125,2,50,75,14089,Berlin,Spandau,52.4707537,13.1302233,"10, Saint-Exupéry-Straße, Kladow, Spandau, Berlin, 14089, Deutschland"
348179,Kita Kunti Bunti,Kindertagesstätte,KOBLÉ gemeinnützige GmbH,(Sonstiger freier Träger),Jonasstr. 31 ,12053 Berlin (Neukölln),sigumyis4@hotmail.com,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,Situationsansatz,Situationsansatz,,,"Ästhetische Bildung (Musik und Kunst), Interkulturelle Pädagogik, Körper und Bewegung",,Nein, ,39,12,20,19,12053,Berlin,Neukölln,52.4711872,13.4308868,"31, Jonasstraße, Rollbergsiedlung, Neukölln, Berlin, 12053, Deutschland"
754,EKT Kinderhaus Friedenau,Kindertagesstätte,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Hedwigstr. 13 ,12159 Berlin (Tempelhof-Schöneberg),kita-hedwig@nbhs.de,www.kita-hedwig.nbhs.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,Situationsansatz,Situationsansatz,,,Integration von Kindern mit Behinderung,,Nein, ,56,12,15,41,12159,Berlin,Tempelhof-Schöneberg,52.4715782,13.3381403,"13, Hedwigstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
1800,EKT - Kinderhaus Binger Straße,Eltern-Initiativ-Kindertagesstätte,Kinderhaus Binger Straße e.V.,(EKT),Binger Str. 65 ,14197 Berlin (Charlottenburg-Wilmersdorf),kinderhaus65@arcor.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,Situationsansatz,Situationsansatz,,,Körper und Bewegung,,Nein, ,39,30,0,39,14197,Berlin,Charlottenburg-Wilmersdorf,52.4720857,13.3098135,"65, Binger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland"
1435,Kinderladen Puzzle,Kindertagesstätte,"Das Nest gemeinnützige UG 
(haftungsbeschränkt)",(Sonstiger freier Träger),Niemetzstr. 11 ,12055 Berlin (Neukölln),kila-puzzle@online.de,,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,Situationsansatz,Situationsansatz,,,Gesundheit,,Nein, ,25,24,10,15,12055,Berlin,Neukölln,52.4728597,13.4504794,"11, Niemetzstraße, Rollbergsiedlung, Neukölln, Rixdorf, Berlin, 12055, Deutschland"
550229,Kita Paradiesvögel Karl-Marx-Straße,Kindertagesstätte,eventus-BILDUNG e.V.,(Sonstiger freier Träger),Karl-Marx-Str. 188 ,12043 Berlin (Neukölln),Km188@paradiesvoegel.eu,www.paradiesvoegel.eu,Mo 16:30-8:00,Di 16:30-8:00,Mi 16:30-8:00,Do 16:30-8:00,Fr 16:30-8:00,,,"Montessori-Pädagogik, Sonstiges",Montessori-Pädagogik,,,Interkulturelle Pädagogik,,Nein, ,120,12,45,75,12043,Berlin,Neukölln,52.4733598,13.4404886,"Bären Apotheke, 188, Karl-Marx-Straße, Rollbergsiedlung, Neukölln, Berlin, 12043, Deutschland"
504,Ev. Kita Alt-Schmargendorf,Kindertagesstätte,Leben mit Kindern gGmbH,(Sonstiger freier Träger),Kirchstr. 15 16,14199 Berlin (Charlottenburg-Wilmersdorf),aschma@lemiki.de,www.lemiki.de,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,,,Situationsansatz,Situationsansatz,,,"Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik, Religionspädagogik",,Nein, ,47,12,12,35,14199,Berlin,Charlottenburg-Wilmersdorf,52.4738214,13.2939949374,"Dorfkirche Schmargendorf, 15-16, Kirchstraße, Schmargendorf, Charlottenburg-Wilmersdorf, Berlin, 14199, Deutschland"
973,EKT Pünktchen und Anton,Eltern-Initiativ-Kindertagesstätte,"Elterninitiativ Kindertagesstätte 
Pünktchen und Anton e. V.",(EKT),Cunostr. 1 ,14199 Berlin (Charlottenburg-Wilmersdorf),vorstand@puean.de,www.puean.de,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,,,Montessori-Pädagogik,Montessori-Pädagogik,Mehrsprachigkeit,deutsch - englisch,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,Ja, ,35,36,5,30,14199,Berlin,Charlottenburg-Wilmersdorf,52.4743894,13.2949776,"Seniorenclub, 1, Cunostraße, Schmargendorf, Charlottenburg-Wilmersdorf, Berlin, 14199, Deutschland"
359129,Kita Columbus,Kindertagesstätte,"Die Globale e. V.
Ländliche, urbane und kosmopolitische
Projekte für Berlin und Brandenburg",(Sonstiger freier Träger),Weisestr. 26 ,12049 Berlin (Neukölln),info@dieglobale.org,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-16:00,,,"Situationsansatz, Sonstiges",Situationsansatz,,,"Interkulturelle Pädagogik, Natur- und Umweltpädagogik",,Nein, ,22,12,18,4,12049,Berlin,Neukölln,52.4745022,13.4246641,"Café Weise, 26, Weisestraße, Schillerkiez, Neukölln, Berlin, 12049, Deutschland"
1897,EKT Kinderhaus Friedenau,Kindertagesstätte,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Lauterstr. 30 ,12159 Berlin (Tempelhof-Schöneberg),kita-lauter30@nbhs.de,www.kita-lauter30.nbhs.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,Situationsansatz,Situationsansatz,Mehrsprachigkeit,deutsch - italienisch,Integration von Kindern mit Behinderung,,Nein, ,20,12,5,15,12159,Berlin,Tempelhof-Schöneberg,52.4745657,13.33563725,"30-31, Lauterstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
391129,"Kita ""Columbus""",Kindertagesstätte,"Die Globale e. V.
Ländliche, urbane und kosmopolitische
Projekte für Berlin und Brandenburg",(Sonstiger freier Träger),Allerstr. 37 ,12049 Berlin (Neukölln),info@dieglobale.org,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,"Situationsansatz, Sonstiges",Situationsansatz,,,"Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Natur- und Umweltpädagogik",,Nein, ,25,12,5,20,12049,Berlin,Neukölln,52.4746915,13.423788,"37, Allerstraße, Schillerkiez, Neukölln, Berlin, 12049, Deutschland"
929,"EKT Kinderhaus Friedenau 
Lauterstraße 40",Kindertagesstätte,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Lauterstr. 40 ,12159 Berlin (Tempelhof-Schöneberg),kita-lauter40@nbhs.de,www.kita-lauter40.nbhs.de,Mo 07:30-16:00,Di 07:30-16:00,Mi 07:30-16:00,Do 07:30-16:00,Fr 07:30-16:00,,,Situationsansatz,Situationsansatz,,,Integration von Kindern mit Behinderung,,Nein, ,15,18,3,12,12159,Berlin,Tempelhof-Schöneberg,52.4767052,13.3355604,"40, Lauterstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
1343,Kita der Kath. Kirchengemeinde,Kindertagesstätte,Kath. Kirchengemeinde Herz Jesu,(Deutscher Caritasverband),Bäumerplan 23 ,12101 Berlin (Tempelhof-Schöneberg),kita-judas-thaddaeus@arcor.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,,,Montessori-Pädagogik,Montessori-Pädagogik,,,"Integration von Kindern mit Behinderung, Religionspädagogik",,Nein, ,22,12,9,13,12101,Berlin,Tempelhof-Schöneberg,52.476841,13.375504,"23, Bäumerplan, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland"
614,Kita Mini-Mix-International,Kindertagesstätte,Jugend- und Sozialwerk gGmbH,(Sonstiger freier Träger),Briesestr. 73 -75,12053 Berlin (Neukölln),briesestrasse-bln@jus-or.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Situationsansatz,Situationsansatz,,,"Integration von Kindern mit Behinderung, Interkulturelle Pädagogik",,Nein, ,260,0,45,215,12053,Berlin,Neukölln,52.47704,13.42737,"Städt. Kita Briesestraße 73-75, 73-75, Briesestraße, Schillerkiez, Neukölln, Berlin, 12053, Deutschland"
2730,Kita Hummelflug,Kindertagesstätte,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,(Sonstiger freier Träger),Platanenweg 65 ,12437 Berlin (Treptow-Köpenick),hummelflug@sozdia.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Situationsansatz,Situationsansatz,,,Integration von Kindern mit Behinderung,,Nein, ,90,8,30,60,12437,Berlin,Treptow-Köpenick,52.4770611,13.4817363,"65, Platanenweg, Plänterwald, Treptow-Köpenick, Berlin, 12437, Deutschland"
579229,Kita Mosaikraupen,Kindertagesstätte,LebensWelt Kindertagesstätte Neukölln gGmbH,(Sonstiger freier Träger),Berthelsdorfer Str. 14 ,12043 Berlin (Neukölln),lebenswelt@lebenswelt-berlin.org,www.lebenswelt-berlin.org,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,"Situationsansatz, Sonstiges",Situationsansatz,Mehrsprachigkeit,"deutsch - arabisch, deutsch - englisch","Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik, Theaterpädagogik",,Nein, ,40,30,10,30,12043,Berlin,Neukölln,52.4782837,13.4394641,"Spielethek, 14, Berthelsdorfer Straße, Donaukiez, Neukölln, Berlin, 12043, Deutschland"
410129,EKT Herzberger Wurzelzwerge,Eltern-Initiativ-Kindertagesstätte,Herzberger Wurzelzwerge e. V.,(Sonstiger freier Träger),Hagenstr. 49 ,10365 Berlin (Lichtenberg),kita@herzberger-wurzelzwerge.de,www.herzberger-wurzelzwerge.de,Mo 07:00-18:00,Di 07:00-18:00,Mi 07:00-18:00,Do 07:00-18:00,Fr 07:00-18:00,,,"Ansatz von Emmi Pikler, Situationsansatz","Ansatz von Emmi Pikler, Situationsansatz",,,Natur- und Umweltpädagogik,,Nein, ,30,12,16,14,10365,Berlin,Lichtenberg,52.4788145,13.2732983378,"49, Hagenstraße, Grunewald, Charlottenburg-Wilmersdorf, Berlin, 14193, Deutschland"
444129,Carlis Ponyhof,Kindertagesstätte,"PeWoBe Gemeinnützige Soziale Betreuungsgesellschaft
mbH in Frankfurt/Oder",(Sonstiger freier Träger),Am Carlsgarten 16 ,10318 Berlin (Lichtenberg),kita-carlsgarten@t-online.de,,Mo 06:30-18:30,Di 06:30-18:30,Mi 06:30-18:30,Do 06:30-18:30,Fr 06:30-18:30,,,Situationsansatz,Situationsansatz,Mehrsprachigkeit,deutsch - englisch,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung",,Nein, ,150,2,75,75,10318,Berlin,Lichtenberg,52.47887375,13.5288535512,"Kita am Carlsgarten, 16, Am Carlsgarten, Karlshorst, Lichtenberg, Berlin, 10318, Deutschland"
